,name,map_url,img_url,rating,total_review,address,city,category,about,keyword_category,latitude,longitude,id
2895,"Hoghock, Taman Ratu","https://www.google.com/maps/place/Hoghock,+Taman+Ratu/data=!4m7!3m6!1s0x2e69f7ad0de08a43:0xba299dc5d6b77fe!8m2!3d-6.169668!4d106.767049!16s%2Fg%2F11cm0fj6sv!19sChIJQ4rgDa33aS4R_ndrXdyZogs?authuser=0&hl=id&rclk=1",https://lh5.googleusercontent.com/p/AF1QipPmBKa547LQURozld2Zawj-33_jgFcMPFnWTiJJ=w408-h272-k-no,4.5,269.0,"Jalan Surya Wijaya No.7 blok AA2 no 31A, RT.14/RW.7, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Kota Jakarta Utara,"{""sate"": ""21"", ""pork_knuckle"": ""11"", ""harga"": ""11"", ""sambal_matah"": ""10"", ""pork_belly"": ""6"", ""masakan"": ""5"", ""orang"": ""4"", ""nasi_campur"": ""3"", ""lama"": ""3"", ""cafe"": ""3"", ""non_halal"": ""8""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""alkohol, bir, hidangan larut malam, kopi"", ""pilihan_makan"": ""brunch, makan siang, makan malam, katering, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet, wi-fi, wi-fi gratis"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-6.16967,106.767,2895
2896,Makmur Restaurant,https://www.google.com/maps/place/Makmur+Restaurant/data=!4m7!3m6!1s0x2e7a5826c7808ebb:0xf071af96e6be8ab8!8m2!3d-7.7924257!4d110.3616031!16s%2Fg%2F11clv_q9d0!19sChIJu46AxyZYei4RuIq-5pavcfA?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPwSpvbXwfZNr3XKtQ_z_3nXdRmUnONVQAYk-Ss=w408-h306-k-no,4.5,230.0,"6956+2JH, Sosromenduran, Gedong Tengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55272, Indonesia",Kota Yogyakarta,"{""nasi"": ""10"", ""harga"": ""8"", ""non_halal"": ""4"", ""parkir"": ""3""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.79243,110.362,2896
2897,Mie Ateng,https://www.google.com/maps/place/Mie+Ateng/data=!4m7!3m6!1s0x2e69f527e14ec37f:0xbed1c2288e9cd47c!8m2!3d-6.1731047!4d106.9002081!16s%2Fg%2F11b6p6lmhg!19sChIJf8NO4Sf1aS4RfNScjijC0b4?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOhfpMOuif8il91PeYeFUVD8zG-wfAdgUyoTZSh=w408-h725-k-no,4.3,638.0,"Jl. Summagung I No.16, RT.2/RW.2, Klp. Gading Tim., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240",Kota Jakarta Utara,"{""nasi_goreng"": ""51"", ""harga"": ""29"", ""non_halal"": ""17"", ""chinese_food"": ""15"", ""mie_hokkian"": ""10"", ""daging_babi"": ""9"", ""mie_goreng"": ""9"", ""orang"": ""6"", ""panas"": ""6"", ""es_pisang_ijo"": ""5""}","{""description"": ""rumah makan nyaman yang menyajikan masakan khas daerah indonesia seperti nasi goreng merah."", ""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.1731,106.9,2897
2898,Nasi Akwang Pluit,https://www.google.com/maps/place/Nasi+Akwang+Pluit/data=!4m7!3m6!1s0x2e6a1d1f90f3f571:0xdb0afdbb36bb9287!8m2!3d-6.1169417!4d106.7799055!16s%2Fg%2F11h2k1qjcz!19sChIJcfXzkB8dai4Rh5K7Nrv9Cts?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN5EWcQiYi1tAtF_FyRHVSJxK8GgrhGmI3RPq_r=w427-h240-k-no,4.4,512.0,"Jl. Muara Karang Raya No.121, RT.11/RW.3, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Kota Jakarta Utara,"{""nasi_campur"": ""53"", ""harga"": ""26"", ""non_halal"": ""17"", ""parkir"": ""11"", ""sambel"": ""7"", ""nasi_ayam"": ""6"", ""luas"": ""5"", ""pesan"": ""4"", ""standar"": ""3"", ""sosis"": ""3""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok""}",['tempat makan'],-6.11694,106.78,2898
2899,Nasi Akwang Taman Palem,https://www.google.com/maps/place/Nasi+Akwang+Taman+Palem/data=!4m7!3m6!1s0x2e69f7ffdc268c6b:0x1c3e82fa7abc24c7!8m2!3d-6.139134!4d106.7254665!16s%2Fg%2F1hm5tkhnp!19sChIJa4wm3P_3aS4RxyS8evqCPhw?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOIfapAhxjomvCarpKwPmR-f4xYL1_c5hkPW83o=w408-h544-k-no,4.5,533.0,"Taman palem lestari Ruko, Jl. Taman Palem Lestari No.15, RT.4/RW.13, Cengkareng Bar., Kecamatan Cengkareng, Jakarta, Daerah Khusus Ibukota Jakarta 11730",Kota Jakarta Barat,"{""nasi_campur"": ""46"", ""harga"": ""22"", ""roasting"": ""5"", ""sambal"": ""4"", ""manis"": ""4"", ""pelayanan"": ""3"", ""non_halal"": ""3""}","{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""sarapan, makan siang"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.13913,106.725,2899
2900,Nasi Campur Kenanga,https://www.google.com/maps/place/Nasi+Campur+Kenanga/data=!4m7!3m6!1s0x2e698bbc7def41a1:0xfa1169f66517428f!8m2!3d-6.1750173!4d106.8396334!16s%2Fg%2F11b_01m6n0!19sChIJoUHvfbyLaS4Rj0IXZfZpEfo?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPbcxzEdS3F2LBnO5pfonIEZSRJz7Xi5_6wXNxd=w408-h544-k-no,4.7,457.0,"Jl.senen raya no.35 Ruko segitiga senen blok A no.11, RW.2, Senen, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 14240",Kota Jakarta Pusat,"{""sate"": ""22"", ""harga"": ""18"", ""non_halal"": ""13"", ""juara"": ""7"", ""bakmi"": ""5"", ""mie"": ""5"", ""masakan"": ""5"", ""bubuk_lima_rempah"": ""4"", ""siomay"": ""4"", ""chasiu"": ""4""}","{""description"": ""kedai kasual yang menyajikan hidangan nasi, sate & hidangan klasik lezat lainnya di tempat makan minimalis."", ""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""sarapan, brunch, makan siang"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok""}",['tempat makan'],-6.17502,106.84,2900
2901,Nasi Kari Aladin,https://www.google.com/maps/place/Nasi+Kari+Aladin/data=!4m7!3m6!1s0x2e69f6243fcfdbbf:0xe5920321afb41307!8m2!3d-6.1429486!4d106.7867563!16s%2Fg%2F11h0b4jzf!19sChIJv9vPPyT2aS4RBxO0ryEDkuU?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMAz6734rWBzmqXfrVkf5VWteeKZgj3yqd4avPj=w426-h240-k-no,4.4,538.0,"Jl. Aladin Baru No.2, RT.5/RW.6, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Kota Jakarta Utara,"{""mie_pangsit"": ""7"", ""bagan"": ""6"", ""non_halal"": ""6"", ""harga"": ""6"", ""nasi_campur"": ""4"", ""pesan"": ""4"", ""parkir"": ""4"", ""bak_kut_teh"": ""3"", ""gurih"": ""3""}","{""description"": ""tempat makan plus menu spesial khas bagan seperti nasi kari, kwetiau bagan, karipeng, ke mie, sasiopeng, dll."", ""opsi_layanan"": ""tempat duduk di area terbuka, ambil di tepi jalan, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.14295,106.787,2901
2902,Rumah Makan 5 Serangkai Khas Karo,https://www.google.com/maps/place/Rumah+Makan+5+Serangkai+Khas+Karo/data=!4m7!3m6!1s0x2e7a5935c066c0e7:0xba87161512f2ffeb!8m2!3d-7.7816004!4d110.4053051!16s%2Fg%2F11mpc88dr7!19sChIJ58BmwDVZei4R6__yEhUWh7o?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPi-B_aCD6FIqzpKf61c-RIEpuDJDCNiYOOehMq=w408-h306-k-no,4.7,393.0,"Jl. Perumnas No.8, Tempel, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281, Indonesia",Kabupaten Sleman,"{""bpk"": ""12"", ""saksang"": ""12"", ""non_halal"": ""10"", ""babi_panggang"": ""9"", ""sop"": ""8"", ""sayur"": ""8"", ""masakan_batak"": ""7"", ""sambal"": ""7"", ""pesan"": ""5""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['tempat makan'],-7.7816,110.405,2902
2903,Rumah Makan BPK Sinar Medan,https://www.google.com/maps/place/Rumah+Makan+BPK+Sinar+Medan/data=!4m7!3m6!1s0x2e69f2fe08207189:0x5875c2ff302dc4ab!8m2!3d-6.2581015!4d106.8700831!16s%2Fg%2F11clx17x2b!19sChIJiXEgCP7yaS4Rq8QtMP_CdVg?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPkKbtSb9JpI-Gp15_gMO2mSkzElZaM5Tfsb7ec=w426-h240-k-no,4.3,486.0,"Jalan Mayjen Sutoyo Blok Bersama No.8, Cililitan, Kramatjati, RT.8/RW.8, Cililitan, Jakarta Timur, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640",Kota Jakarta Timur,"{""harga"": ""26"", ""parkir"": ""13"", ""babi"": ""11"", ""non_halal"": ""7"", ""panggang"": ""6"", ""gorengnya"": ""6"", ""bakmi"": ""5"", ""bihun"": ""5"", ""arsik"": ""3"", ""kwetiaw"": ""3""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.2581,106.87,2903
2904,Rumah Makan BPK Nangin Milala,https://www.google.com/maps/place/Rumah+Makan+BPK+Nangin+Milala/data=!4m7!3m6!1s0x2e69f659e799f21b:0x614dcb043b375ab4!8m2!3d-6.1739506!4d106.7830235!16s%2Fg%2F11cn9_kz62!19sChIJG_KZ51n2aS4RtFo3OwTLTWE?authuser=0&hl=id&rclk=1,https://lh3.googleusercontent.com/gps-proxy/AE4_-5GYGtkg06nR_5Lc6i7kezMcsq3Nm-8arBt5BYqHHy_rV63c7AIIOvhd2_FnCtoDPsOGSmdWO0oILasfR3v3_Lj8OO9QvSle3eiipXHAdI9YBJxAHgCj8cGBXDcZPfUrGcg0IASa80-0iQf5pXAfg8gRpOpU2kIBeh4a43Bcrx45IW77mPU_dAbQ=w408-h544-k-no,4.2,534.0,"Jl. Tj. Duren Barat 1 No.3A, RT.1/RW.3, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",Kota Jakarta Utara,"{""parkir"": ""16"", ""sambel"": ""13"", ""nasi"": ""11"", ""babi_panggang"": ""10"", ""non_halal"": ""7"", ""masakan"": ""8"", ""goreng"": ""7"", ""standar"": ""6"", ""daun"": ""5"", ""kuah"": ""5"", ""pelayanan"": ""5""}","{""description"": ""makanan rumahan batak, termasuk daging perut babi & minuman khas, ditawarkan di resto cerah dan simpel ini."", ""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""brunch, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok""}",['tempat makan'],-6.17395,106.783,2904
2905,Rumah Makan Babi PigGoo Kitchen,https://www.google.com/maps/place/Rumah+Makan+Babi+PigGoo+Kitchen/data=!4m7!3m6!1s0x2e7a59c664630665:0x179df6952a6ce837!8m2!3d-7.7898126!4d110.3936381!16s%2Fg%2F11cltccb8l!19sChIJZQZjZMZZei4RN-hsKpX2nRc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMobRJrjAxylj9orrUASK5Q7RYALGu212ZdNQ8M=w426-h240-k-no,4.4,545.0,"Jl. Timoho No.320, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225, Indonesia",Kota Yogyakarta,"{""harga"": ""40"", ""babinya"": ""31"", ""nasi_campur"": ""19"", ""masakan"": ""17"", ""non_halal"": ""12"", ""parkir"": ""6"", ""keluarga"": ""6"", ""mahasiswa"": ""4"", ""sambal_matah"": ""4"", ""muslim"": ""4""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""sarapan, makan siang"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.78981,110.394,2905
2906,Rumah Makan Bakso ITO,https://www.google.com/maps/place/Rumah+Makan+Bakso+ITO/data=!4m7!3m6!1s0x2e7a582890ed363b:0xc1bb6dde562b334b!8m2!3d-7.7925!4d110.3675!16s%2Fg%2F1hc2gslws!19sChIJOzbtkChYei4RSzMrVt5tu8E?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMBOY34Bv46ZJR5z-69icVwLHGjbQmlaLBxwbUD=w408-h544-k-no,4.4,1909.0,"Jl. Mataram No.59, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213, Indonesia",Kota Yogyakarta,"{""non_halal"": ""66"", ""daging_babi"": ""51"", ""malioboro"": ""24"", ""juara"": ""16"", ""kaldu"": ""12"", ""bakso_sapi"": ""11"", ""legenda"": ""9"", ""nasi"": ""8"", ""chinese_food"": ""7"", ""haram"": ""7""}","{""description"": ""restoran simpel bernuansa kasual dengan menu utama bakso tradisional."", ""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-7.7925,110.368,2906
2907,Rumah Makan Baru,https://www.google.com/maps/place/Rumah+Makan+Baru/data=!4m7!3m6!1s0x2e7a59d2ca3f2f41:0xe218c6b966badf2b!8m2!3d-7.7873026!4d110.379122!16s%2Fg%2F1hm2vndjd!19sChIJQS8_ytJZei4RK9-6ZrnGGOI?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOUa47AOp5-Bw1CAVGqS_nZCuqw1LcP5XrdC4M9=w408-h306-k-no,4.5,603.0,"697H+3JH, Jl. Kusbini, Demangan, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55222, Indonesia",Kota Yogyakarta,"{""harga"": ""31"", ""non_halal"": ""17"", ""bistik"": ""15"", ""bakso"": ""10"", ""pangsit"": ""10"", ""capcay"": ""7"", ""tempat_parkir"": ""7"", ""bakmi_goreng"": ""6"", ""mentega"": ""5"", ""gorengnya"": ""5""}","{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.7873,110.379,2907
2908,Rumah Makan Lie Djiong,https://www.google.com/maps/place/Rumah+Makan+Lie+Djiong/data=!4m7!3m6!1s0x2e7a5785b30e5291:0x5bf0ebe95539b39e!8m2!3d-7.802719!4d110.3693702!16s%2Fg%2F1hc6x_pnt!19sChIJkVIOs4VXei4RnrM5Venr8Fs?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNo8EoZ77e_xaVwxNpZLd3qeAoHYatJ5SNIlC1e=w533-h240-k-no,4.5,2007.0,"Jl. Brigjen Katamso No.21, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121, Indonesia",Kota Yogyakarta,"{""non_halal"": ""54"", ""capcay"": ""34"", ""burung_dara"": ""28"", ""music"": ""18"", ""bakmi"": ""17"", ""school"": ""17"", ""legenda"": ""12"", ""muslim"": ""10"", ""tempo"": ""6"", ""koloke"": ""5""}","{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi"", ""pilihan_makan"": ""brunch, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.80272,110.369,2908
2909,Samcan Goreng Epenk Muara Karang,https://www.google.com/maps/place/Samcan+Goreng+Epenk+Muara+Karang/data=!4m7!3m6!1s0x2e6a1d988090e29d:0xdad03988aee2f22c!8m2!3d-6.1167606!4d106.7795147!16s%2Fg%2F11c70bbkm2!19sChIJneKQgJgdai4RLPLirog50No?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNNhknoqbBIvQ7uyezC32L_kVxEs8lQWbSnLbCW=w408-h544-k-no,4.4,941.0,"Jl. Muara Karang Raya No.139 11 3 3 12, RT.11/RW.3, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Kota Jakarta Utara,"{""sambal_matah"": ""48"", ""nasi_campur"": ""28"", ""bakso"": ""22"", ""kulitnya"": ""12"", ""non_halal"": ""12"", ""gurih"": ""12"", ""crispy"": ""12"", ""satenya"": ""8"", ""juara"": ""7""}","{""description"": ""tempat makan kecil yang menyajikan makanan khas asia mulai dari bakso indonesia hingga bbq daging babi china."", ""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok""}",['tempat makan'],-6.11676,106.78,2909
2910,Sei'ra - Makanan Khas NTT,https://www.google.com/maps/place/Sei%27ra+-+Makanan+Khas+NTT/data=!4m7!3m6!1s0x2e69f7ad10d3fbe5:0xb43c1401c2825113!8m2!3d-6.1698028!4d106.7687222!16s%2Fg%2F11g8nhv7wf!19sChIJ5fvTEK33aS4RE1GCwgEUPLQ?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMIHkdxtEdcj2WDKTU6J0wijrwfOifOHgzdzh41=w426-h240-k-no,4.2,288.0,"Kemuning F8 No. 3 A, Jl. Taman Ratu Raya, RT.9/RW.13, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510, Indonesia",Kota Jakarta Barat,"{""babi"": ""33"", ""harga"": ""15"", ""sambal"": ""14"", ""nasi_campur"": ""6"", ""pepaya"": ""5"", ""non_halal"": ""5"", ""pedas"": ""5"", ""smoked"": ""4"", ""bumbunya"": ""3"", ""krupuk"": ""3""}","{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""aksesibilitas"": ""tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""No aksesibilitas"": ""pintu masuk khusus pengguna kursi roda"", ""penawaran"": ""alkohol, bir, kopi"", ""pilihan_makan"": ""sarapan, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet, wi-fi, wi-fi gratis"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-6.1698,106.769,2910
2911,Wan Tan Mie Asam,https://www.google.com/maps/place/Wan+Tan+Mie+Asam/data=!4m7!3m6!1s0x2e6a1d88760630e9:0x326eadd549b32438!8m2!3d-6.1347495!4d106.7822467!16s%2Fg%2F11bw5m6vnb!19sChIJ6TAGdogdai4ROCSzSdWtbjI?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPKNp_IMG2YHNd4E7Gq37GgzpjwxuODAKguPGsL=w408-h306-k-no,4.6,432.0,"Jl. Tlk. Indah No.36, RT.12/RW.9, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Kota Jakarta Utara,"{""harga"": ""18"", ""kari"": ""9"", ""nasi"": ""9"", ""babi"": ""8"", ""bagan"": ""7"", ""non_halal"": ""7"", ""mie_pangsit"": ""5"", ""hak_asasi_manusia"": ""4"", ""oyster"": ""3"", ""ham"": ""3""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""keunggulan"": ""pelayanan cepat"", ""No aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""fasilitas"": ""toilet"", ""suasana"": ""santai"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.13475,106.782,2911
2912,Warung Buto,https://www.google.com/maps/place/Warung+Buto/data=!4m7!3m6!1s0x2e7a578521e50529:0x2faedf1c2fc8209d!8m2!3d-7.8049625!4d110.3694594!16s%2Fg%2F11bwgvft3n!19sChIJKQXlIYVXei4RnSDILxzfri8?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMnQlyY9E0qzsz4AqNNMtbb-t7ve8Qv_5WmE8Gi=w408-h306-k-no,4.5,295.0,"Jl. Brigjen Katamso No.63, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121, Indonesia",Kota Yogyakarta,"{""harga"": ""30"", ""masakan"": ""17"", ""nasi_campur"": ""14"", ""sate"": ""11"", ""chasiu"": ""10"", ""non_halal"": ""8"", ""babi_kecap"": ""6"", ""parkir"": ""5"", ""sayur_asin"": ""3"", ""fried_rice"": ""3""}","{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""pilihan_makan"": ""makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.80496,110.369,2912
2913,Warung Makan NIKMAT RASA,https://www.google.com/maps/place/Warung+Makan+NIKMAT+RASA%EA%A6%AE%EA%A6%AB%EA%A6%B8%EA%A6%81%EA%A6%A9%EA%A6%8F%EA%A6%A4%EA%A7%80%EA%A6%A4%EA%A6%B6%EA%A6%8F%EA%A7%80%EA%A6%A9%EA%A6%A0%EA%A7%80%EA%A6%AB%EA%A6%B1/data=!4m7!3m6!1s0x2e7a592d153a6fd7:0x9934699a909522bf!8m2!3d-7.7919229!4d110.3660211!16s%2Fg%2F11g07svv87!19sChIJ1286FS1Zei4RvyKVkJppNJk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipO-tK5Ux_cSOBN4XG0hJLB6wp-4CeQDemYkJFih=w408-h306-k-no,4.8,6.0,"6958+6CJ, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55271, Indonesia",Kota Yogyakarta,{},"{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal"", ""pilihan_makan"": ""makan siang"", ""fasilitas"": ""cocok untuk anak-anak"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.79192,110.366,2913
